words,fft_0.00Hz,fft_10.67Hz,fft_21.33Hz,fft_32.00Hz,fft_42.67Hz,fft_53.33Hz,fft_64.00Hz,fft_74.67Hz,fft_85.33Hz,fft_96.00Hz,fft_106.67Hz,fft_117.33Hz,fft_-128.00Hz,fft_-117.33Hz,fft_-106.67Hz,fft_-96.00Hz,fft_-85.33Hz,fft_-74.67Hz,fft_-64.00Hz,fft_-53.33Hz,fft_-42.67Hz,fft_-32.00Hz,fft_-21.33Hz,fft_-10.67Hz
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(150.390625+0j),(1175.9827017187893-163.04768207155394j),(-639.7966198637778-413.324122885105j),(474.01537062210673+945.9970802019297j),(-1137.939453125+295.58191271744266j),(862.5100529256661+4947.667054047372j),(5963.8671875+334.9609375j),(1076.466701304124-2480.075136473615j),(1103.271484375+355.6285959876528j),(1525.0080668778933-984.6669822980696j),(674.4645886137782-353.277439614895j),(883.0874190514209-665.9695540505659j),(-83.98437500000011-5.684341886080802e-14j),(883.0874190514207+665.9695540505656j),(674.4645886137781+353.27743961489494j),(1525.0080668778933+984.6669822980696j),(1103.271484375-355.6285959876528j),(1076.466701304124+2480.075136473615j),(5963.8671875-334.9609375j),(862.510052925666-4947.6670540473715j),(-1137.939453125-295.5819127174426j),(474.01537062210673-945.99708020193j),(-639.7966198637781+413.32412288510506j),(1175.9827017187895+163.0476820715537j)
foo,(-736.328125+0j),(1081.938362785012+436.69939096637785j),(-597.0839209685682+56.15234375j),(1191.825428281693+1201.2906510897249j),(-974.6093749999999+54.97231566991064j),(1601.219905218883+4959.079188051185j),(5998.53515625-894.04296875j),(397.8035322811169-2503.3309712198024j),(974.609375+54.97231566991065j),(807.1980092183072-798.7093489102746j),(597.0839209685687+56.15234375000006j),(917.0850747149876-100.89044976263449j),(733.3984374999998+3.552713678800501e-15j),(917.0850747149875+100.8904497626338j),(597.083920968568-56.15234375j),(807.1980092183072+798.7093489102747j),(974.609375-54.97231566991065j),(397.8035322811169+2503.330971219803j),(5998.53515625+894.04296875j),(1601.219905218883-4959.079188051184j),(-974.609375-54.97231566991064j),(1191.825428281693-1201.2906510897249j),(-597.083920968568-56.15234375j),(1081.9383627850123-436.69939096637813j)
foo,(-5898.4375+0j),(-628.2567167001753+3688.225057657025j),(-104.32847568600337+80.21457759506035j),(-525.7393796172474+1269.160898597755j),(19.287109375-23.257518168039123j),(-681.7730990653681+657.565583476457j),(55.17578125+218.26171875j),(-431.5081509346319+257.80427450491425j),(-133.544921875+91.76148077208163j),(-388.32312038275245+260.3718360977554j),(-13.835586813996613-34.80442134506036j),(-485.0245332998248+64.54886662856859j),(-28.320312499999996+1.7763568394002505e-15j),(-485.0245332998247-64.54886662856848j),(-13.835586813996613+34.804421345060376j),(-388.3231203827525-260.3718360977555j),(-133.544921875-91.76148077208163j),(-431.5081509346319-257.8042745049142j),(55.175781249999986-218.26171875j),(-681.7730990653681-657.5655834764572j),(19.287109374999996+23.25751816803912j),(-525.7393796172476-1269.1608985977552j),(-104.32847568600339-80.21457759506038j),(-628.2567167001753-3688.225057657025j)
foo,(-253.90625+0j),(-1290.3598546094877+77.89803054048525j),(309.95928758495756+48.583984375j),(-1320.0624932421533-776.8145147141972j),(883.056640625+18.18315056773966j),(-1885.9454002866332-4590.840088288609j),(-5998.53515625+1392.08984375j),(-114.05459971336677+2871.3084018491454j),(-883.056640625+18.183150567739677j),(-679.9375067578469+1222.208922785802j),(-309.959287584958+48.583984375j),(-709.6401453905123+611.8432904027306j),(250.97656250000006+8.881784197001252e-15j),(-709.6401453905125-611.8432904027306j),(-309.95928758495774-48.583984375j),(-679.9375067578469-1222.2089227858025j),(-883.056640625-18.183150567739677j),(-114.05459971336666-2871.3084018491445j),(-5998.53515625-1392.08984375j),(-1885.9454002866332+4590.840088288609j),(883.056640625-18.183150567739666j),(-1320.062493242153+776.814514714197j),(309.95928758495774-48.583984375j),(-1290.3598546094875-77.89803054048525j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(268.06640625+0j),(1278.3362565206494+240.91187911735182j),(445.9429422290402+383.31603963361044j),(1633.4024696933952+552.6880655835611j),(677.490234375+1419.55433618377j),(5734.8178410247465+1145.4017901536088j),(2197.265625-5724.12109375j),(-1824.1392886033268-628.923190603882j),(979.248046875-991.6160018918498j),(-806.2540321933946-241.25724691643924j),(873.8812765209598-190.93322713361022j),(-353.07730894206907-149.80220262515746j),(710.44921875-2.2737367544323206e-13j),(-353.07730894206884+149.80220262515707j),(873.8812765209599+190.93322713361027j),(-806.2540321933946+241.257246916439j),(979.248046875+991.6160018918498j),(-1824.139288603327+628.9231906038821j),(2197.265625+5724.12109375j),(5734.8178410247465-1145.401790153609j),(677.490234375-1419.5543361837697j),(1633.4024696933946-552.6880655835605j),(445.9429422290401-383.3160396336103j),(1278.3362565206492-240.91187911735165j)
foo,(-5797.36328125+0j),(-591.7710778779981+3558.8442461561986j),(-270.0842741104057+107.22402744835426j),(-392.3471249680572+1385.3423664691122j),(-17.822265625-194.94028864483698j),(-828.3487193303295+833.7770515348534j),(229.98046875+349.609375j),(-307.9168064361372+182.97913395253045j),(-165.771484375+24.948974034805605j),(-360.582562531943+342.37361646911245j),(82.58427411040573-119.43105869835429j),(-551.2602713555349+49.485913738521674j),(15.136718749999996+0j),(-551.2602713555349-49.485913738522186j),(82.58427411040572+119.43105869835426j),(-360.5825625319429-342.37361646911245j),(-165.771484375-24.948974034805605j),(-307.9168064361373-182.97913395253022j),(229.98046875-349.609375j),(-828.3487193303296-833.7770515348532j),(-17.822265624999996+194.94028864483698j),(-392.3471249680573-1385.342366469112j),(-270.0842741104057-107.22402744835426j),(-591.7710778779982-3558.844246156199j)
foo,(-1692.87109375+0j),(-1844.5246972526868+707.173048170379j),(-346.923828125+114.3420167818108j),(-1594.0735462687371-363.94201514564156j),(-842.041015625-1274.0891316418524j),(-5773.9618734002015-653.7309145069104j),(-1790.52734375+5858.3984375j),(1753.3749147901603+456.0531722116625j),(-1122.314453125+1274.0891316418522j),(1035.4797962687371+562.8157973543582j),(-346.9238281250001+165.9314207181883j),(423.7054058627273-507.10322604819385j),(-1409.66796875+1.1368683772161603e-13j),(423.7054058627273+507.10322604819373j),(-346.923828125-165.93142071818886j),(1035.4797962687367-562.8157973543583j),(-1122.314453125-1274.0891316418522j),(1753.3749147901603-456.05317221166257j),(-1790.52734375-5858.3984375j),(-5773.9618734002015+653.73091450691j),(-842.041015625+1274.0891316418524j),(-1594.0735462687371+363.942015145642j),(-346.923828125-114.34201678181115j),(-1844.5246972526866-707.1730481703788j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1814.453125+0j),(-403.7571024264664-867.0809278776809j),(814.0908008559186+670.5878679573377j),(191.66893793187728-998.9192103306957j),(992.919921875+1625.0662239958974j),(4048.2226291924735-3191.6815760957306j),(-3205.56640625-4882.32421875j),(-2833.993322470158+1262.67306875084j),(-225.341796875-294.73618478405945j),(-1405.5361254318773+57.721414669304295j),(-516.2392383559188+139.4707257926625j),(-832.9331417958497+314.30661477574836j),(-6.8359375-3.410605131648481e-13j),(-832.9331417958496-314.3066147757479j),(-516.2392383559189-139.4707257926624j),(-1405.5361254318773-57.72141466930435j),(-225.341796875+294.73618478405945j),(-2833.9933224701585-1262.67306875084j),(-3205.56640625+4882.32421875j),(4048.222629192474+3191.6815760957306j),(992.919921875-1625.066223995897j),(191.66893793187762+998.9192103306953j),(814.0908008559189-670.5878679573376j),(-403.7571024264663+867.0809278776808j)
foo,(708.0078125+0j),(-121.31797033764065-66.81597013122558j),(984.2524569427446+225.94614801983698j),(35.56093069445569-607.7222771919676j),(1864.74609375+1047.8569094618354j),(2924.0690929757266-4427.5178203620835j),(-4307.6171875-3879.8828125j),(-2324.309108986946+1623.0911068265634j),(-616.2109375-441.4699812260517j),(-1327.5531181944555+625.6761603080323j),(-182.00636319274463-163.93442926983676j),(-1158.1295136511399+155.03604018012675j),(-137.6953124999999-1.1368683772161603e-13j),(-1158.1295136511394-155.03604018012652j),(-182.00636319274452+163.934429269837j),(-1327.5531181944557-625.6761603080323j),(-616.2109375+441.4699812260517j),(-2324.309108986946-1623.0911068265636j),(-4307.6171875+3879.8828125j),(2924.0690929757266+4427.5178203620835j),(1864.74609375-1047.8569094618351j),(35.56093069445535+607.7222771919671j),(984.2524569427445-225.946148019837j),(-121.31797033764042+66.81597013122575j)
foo,(-5923.33984375+0j),(-503.164805687442+3649.181336068895j),(-259.22064554304035+1.2651536407184096j),(-498.43526295691163+1440.0831511540437j),(61.279296875-23.257518168039123j),(-572.5321137218484+735.1907465939034j),(75.1953125+119.62890625j),(-376.111970977253+394.59785292325887j),(24.658203125-85.84138523839894j),(-547.4631745430883+249.6534636540443j),(69.76752054304033+33.40281510928159j),(-475.92548461345615+54.227354739539805j),(32.71484375+1.7763568394002505e-15j),(-475.9254846134564-54.22735473953992j),(69.76752054304035-33.402815109281576j),(-547.4631745430885-249.65346365404412j),(24.658203125+85.84138523839894j),(-376.11197097725324-394.5978529232586j),(75.19531250000001-119.62890625j),(-572.5321137218485-735.1907465939032j),(61.279296875+23.25751816803912j),(-498.4352629569116-1440.0831511540437j),(-259.22064554304035-1.2651536407184238j),(-503.1648056874421-3649.1813360688952j)
foo,(-2190.91796875+0j),(275.1440009571854+1056.5825807109597j),(-836.5395810202135-348.658813228667j),(20.49326357957898+685.2380529141337j),(-2137.451171875-1159.0701327017316j),(-2830.2155921451226+4861.450393801966j),(4452.63671875+3624.0234375j),(2275.133252175806-1480.9880207070391j),(727.783203125+218.62067077956775j),(1364.2723614204208-610.6603845858652j),(130.97317477021397-506.80993677133324j),(389.31333901213134+103.12255771996479j),(504.3945312499998+1.1368683772161603e-13j),(389.3133390121318-103.12255771996547j),(130.97317477021375+506.809936771333j),(1364.2723614204206+610.6603845858656j),(727.783203125-218.62067077956775j),(2275.1332521758054+1480.9880207070391j),(4452.63671875-3624.0234375j),(-2830.215592145122-4861.450393801965j),(-2137.451171875+1159.0701327017314j),(20.493263579579235-685.2380529141344j),(-836.5395810202137+348.658813228667j),(275.1440009571853-1056.58258071096j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1131.34765625+0j),(-1516.7343074004411-642.0071619576483j),(740.0119417103356+154.296875j),(-1484.064310167744-1480.1233590877312j),(828.6132812499999+140.39083694161798j),(-2140.9770126666904-4957.53715717647j),(-5998.53515625+1875.9765625j),(140.97701266669037+2504.6113329612836j),(-828.61328125+140.39083694161798j),(-515.935689832256+518.9000784122683j),(-740.0119417103365+154.29687499999977j),(-483.2656925995592-108.06190209540273j),(-1134.2773437499998+0j),(-483.2656925995591+108.06190209540284j),(-740.0119417103357-154.296875j),(-515.9356898322561-518.9000784122684j),(-828.61328125-140.39083694161798j),(140.9770126666903-2504.611332961284j),(-5998.53515625-1875.9765624999998j),(-2140.97701266669+4957.53715717647j),(828.61328125-140.39083694161798j),(-1484.064310167744+1480.123359087731j),(740.0119417103357-154.296875j),(-1516.7343074004411+642.0071619576486j)
foo,(155.76171875+0j),(-1333.6628624277164-149.29041629493133j),(322.7368714535969-235.86701261340022j),(-1809.9633848580288-677.8858091608968j),(1240.966796875-107.83031150636316j),(-3099.943042480196-4804.4533783660245j),(-5674.8046875+2951.66015625j),(561.7445637002517+2311.4455019685856j),(-978.759765625+452.8873083267255j),(-128.51317764197108+735.200128339103j),(-646.4673402035974+218.28888761340022j),(-189.66209629233936+144.96695337045867j),(-683.1054687499998-2.1316282072803006e-14j),(-189.66209629233924-144.96695337045855j),(-646.4673402035969-218.28888761340016j),(-128.51317764197097-735.2001283391031j),(-978.759765625-452.8873083267255j),(561.7445637002517-2311.4455019685856j),(-5674.8046875-2951.66015625j),(-3099.943042480196+4804.4533783660245j),(1240.966796875+107.83031150636319j),(-1809.9633848580288+677.8858091608967j),(322.73687145359696+235.86701261340016j),(-1333.6628624277164+149.29041629493133j)
foo,(-5748.046875+0j),(-488.6052416186234+3581.6266562502196j),(-155.47279039783024+46.313166457709485j),(-399.0516565374851+1350.8731628008682j),(184.5703125-44.823580469311764j),(-425.45115550140224+436.93184347903536j),(-186.5234375-92.7734375j),(-457.8615362283879+493.63332130240406j),(24.90234375-186.06014534431299j),(-684.9327184625149+241.49816280086878j),(53.422009147830224+67.45636479229051j),(-514.8008166515866+21.995490926850778j),(-35.156249999999986+3.552713678800501e-15j),(-514.8008166515866-21.99549092685072j),(53.42200914783024-67.45636479229051j),(-684.932718462515-241.4981628008686j),(24.90234375+186.06014534431299j),(-457.8615362283879-493.6333213024042j),(-186.5234375+92.7734375j),(-425.45115550140207-436.9318434790352j),(184.5703125+44.823580469311764j),(-399.051656537485-1350.8731628008686j),(-155.47279039783024-46.31316645770949j),(-488.6052416186234-3581.6266562502196j)
foo,(-1207.03125+0j),(1699.939622654308+952.5804649333893j),(-57.29412341018087-157.7285967874259j),(1683.5823169260243+827.7846652766505j),(-1027.34375+16.06883073428162j),(3059.3321838797556+4762.695973028728j),(5768.06640625-3102.05078125j),(-774.7932071387363-2355.577390926389j),(1107.421875-383.11475382260807j),(4.894245573975809-1021.8247097233491j),(287.7628734101813-19.029215712574114j),(324.11515060467286+221.24445388850654j),(1043.9453125-2.1316282072803006e-14j),(324.11515060467264-221.24445388850694j),(287.7628734101811+19.029215712574256j),(4.8942455739759225+1021.8247097233493j),(1107.421875+383.11475382260807j),(-774.7932071387364+2355.577390926389j),(5768.06640625+3102.05078125j),(3059.3321838797556-4762.695973028728j),(-1027.34375-16.068830734281597j),(1683.5823169260243-827.7846652766502j),(-57.29412341018113+157.72859678742574j),(1699.9396226543079-952.5804649333895j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(233.88671875+0j),(-732.8555922311068-493.57480996268396j),(-404.9410702664659-801.0962452256799j),(-1750.8651122036686-556.2126037034241j),(-871.337890625-1194.5907059038277j),(-5446.244871968693-247.83791282693517j),(-941.40625+5831.54296875j),(2192.83364744772-74.26071461511191j),(-1038.330078125+905.3517526867593j),(840.7088622036681+320.7405212965756j),(-694.1800234835341+634.1040577256795j),(1014.5871292520796+409.0198668254928j),(-97.16796875000006+1.1368683772161603e-13j),(1014.5871292520801-409.01986682549284j),(-694.1800234835341-634.1040577256798j),(840.7088622036684-320.7405212965756j),(-1038.330078125-905.3517526867593j),(2192.83364744772+74.26071461511205j),(-941.40625-5831.54296875j),(-5446.244871968693+247.837912826935j),(-871.337890625+1194.5907059038277j),(-1750.8651122036686+556.2126037034243j),(-404.94107026646583+801.0962452256798j),(-732.8555922311067+493.57480996268384j)
foo,(-734.86328125+0j),(-1112.3363415287854+141.4372055172035j),(-552.24609375-268.94148281587104j),(-1553.0284516400939+112.16167323300124j),(-657.2265625-834.7334702492587j),(-5043.747885374103+621.9658656462651j),(357.421875+5998.53515625j),(2681.772151058973-621.4603596987989j),(-657.2265625+834.7334702492586j),(1274.7081391400939-111.47113926699879j),(-552.24609375+268.9414828158706j),(957.7105133439145-139.55063163773238j),(-731.93359375+5.684341886080802e-14j),(957.7105133439147+139.55063163773224j),(-552.24609375-268.9414828158706j),(1274.7081391400939+111.47113926699873j),(-657.2265625-834.7334702492586j),(2681.772151058973+621.460359698799j),(357.42187499999994-5998.535156249999j),(-5043.747885374102-621.9658656462651j),(-657.2265625+834.7334702492587j),(-1553.0284516400936-112.16167323300108j),(-552.24609375+268.9414828158706j),(-1112.3363415287854-141.43720551720352j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-270.5078125+0j),(814.8256184827533+328.1175444573304j),(233.642578125+276.13017024962824j),(1317.1886078900939+242.04448573300124j),(724.853515625+693.0740414075659j),(4611.766420920134-833.7574420438618j),(-783.69140625-5998.53515625j),(-3113.753615512941+834.262947991328j),(724.853515625-693.0740414075658j),(-1510.547982890094-241.353951766999j),(233.64257812500006-276.130170249628j),(-1255.2212363899466-326.23097057785935j),(-267.578125-5.684341886080802e-14j),(-1255.2212363899469+326.23097057785935j),(233.642578125+276.1301702496281j),(-1510.5479828900939+241.35395176699848j),(724.853515625+693.0740414075658j),(-3113.753615512941-834.2629479913278j),(-783.69140625+5998.53515625j),(4611.766420920134+833.7574420438618j),(724.853515625-693.0740414075658j),(1317.188607890094-242.04448573300124j),(233.642578125-276.1301702496281j),(814.8256184827533-328.1175444573302j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(120.60546875+0j),(441.3345902953115-544.5388162036198j),(-1195.6837658656518-328.72490125112665j),(43.88024421619082+493.2478383179946j),(-2359.375-621.6100310366821j),(-1834.83603743892+5264.347685590854j),(4945.80078125+2854.4921875j),(1944.1117554845707-1578.0692442280379j),(952.63671875+334.9082616197634j),(1047.9166307838084-496.0099741820047j),(746.9532971156518+556.7522450011261j),(1509.936566659038-533.176573884728j),(3.4179687499997726+1.7053025658242404e-13j),(1509.936566659038+533.1765738847278j),(746.953297115652-556.7522450011265j),(1047.9166307838086+496.009974182005j),(952.63671875-334.9082616197634j),(1944.1117554845707+1578.0692442280376j),(4945.80078125-2854.4921874999995j),(-1834.8360374389194-5264.347685590854j),(-2359.375+621.6100310366819j),(43.880244216191045-493.2478383179948j),(-1195.683765865652+328.7249012511266j),(441.3345902953113+544.5388162036196j)
foo,(-1142.08984375+0j),(436.31718232381706+450.007945918177j),(-925.350070313254-104.43238824513514j),(178.51722860716268+969.6217369472595j),(-1780.76171875+31.291933535179965j),(-393.49501457601366+5295.932677847155j),(5515.625+1552.24609375j),(1488.8413673155328-2003.891735653622j),(1021.484375+268.9414828158706j),(1198.435896392837-825.30013805274j),(371.15085156325404+13.123794495135144j),(1014.2349024366634-45.08951558104491j),(583.4960937499998-2.6645352591003757e-14j),(1014.2349024366637+45.089515581045134j),(371.15085156325404-13.123794495135236j),(1198.4358963928373+825.30013805274j),(1021.484375-268.9414828158706j),(1488.8413673155328+2003.8917356536222j),(5515.625-1552.24609375j),(-393.4950145760132-5295.932677847155j),(-1780.7617187499998-31.291933535179936j),(178.5172286071628-969.6217369472595j),(-925.350070313254+104.43238824513523j),(436.317182323817-450.00794591817714j)
foo,(-5895.99609375+0j),(-545.8019210947+3722.2355245302997j),(-10.20475898465589+55.06935171032963j),(-456.8027160978831+1179.818059688602j),(29.052734375-30.02334163510505j),(-500.9904949004141+507.45503770925893j),(-189.94140625-38.0859375j),(-539.2589096983883+490.7390429502923j),(-12.451171875-2.9600477668413427j),(-521.7129089021169+264.77899718860226j),(34.61882148465588-12.588882960329627j),(-535.0424243064977+55.357769289265775j),(-5.3710937499999964+3.552713678800501e-15j),(-535.0424243064978-55.357769289265775j),(34.61882148465588+12.588882960329634j),(-521.7129089021169-264.77899718860226j),(-12.451171875+2.9600477668413427j),(-539.2589096983882-490.7390429502925j),(-189.94140625+38.0859375j),(-500.9904949004139-507.4550377092586j),(29.052734374999996+30.023341635105048j),(-456.80271609788304-1179.8180596886023j),(-10.204758984655882-55.069351710329634j),(-545.8019210947-3722.2355245302992j)
foo,(-224.609375+0j),(-1031.9319889950252+313.49780701930376j),(772.1273779210396+401.1715197174417j),(-418.3081871481961-743.9492583077208j),(1622.55859375+33.82911733532961j),(-17.17031307259856-5216.336167414893j),(-5739.2578125-1212.890625j),(-1512.0296162425184+2067.589666472861j),(-1282.2265625-274.86157834955327j),(-1419.5824378518037+898.6288666922783j),(-788.2406591710401+92.48082403255842j),(-1114.6493316898575+669.2204106315494j),(27.343750000000114+1.0658141036401503e-14j),(-1114.6493316898577-669.2204106315493j),(-788.2406591710396-92.48082403255856j),(-1419.5824378518037-898.6288666922788j),(-1282.2265625+274.86157834955327j),(-1512.0296162425184-2067.5896664728607j),(-5739.2578125+1212.890625j),(-17.1703130725989+5216.336167414893j),(1622.55859375-33.82911733532963j),(-418.3081871481964+743.9492583077207j),(772.1273779210396-401.17151971744147j),(-1031.9319889950257-313.49780701930365j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(691.89453125+0j),(950.0049269118824-422.36261589776086j),(-319.95579388436227+678.891997111158j),(1857.4139295602706+318.9797844932748j),(-1452.1484375+688.422537773958j),(4051.247724484736+4573.430711426971j),(5191.40625-3682.12890625j),(-690.6955748073299-2045.3909798889256j),(744.62890625-709.565736108539j),(42.00013293972967-166.3717780067251j),(1127.0847001343627-546.5677783611582j),(-212.90082658928895-288.89248708186324j),(720.2148437499998-5.684341886080802e-14j),(-212.9008265892885+288.8924870818637j),(1127.0847001343625+546.5677783611579j),(42.00013293972955+166.37177800672504j),(744.62890625+709.565736108539j),(-690.6955748073296+2045.3909798889258j),(5191.40625+3682.12890625j),(4051.247724484736-4573.430711426972j),(-1452.1484374999998-688.4225377739579j),(1857.4139295602704-318.97978449327456j),(-319.9557938843625-678.8919971111579j),(950.0049269118826+422.3626158977608j)
foo,(-51.26953125+0j),(1235.2436863751122+283.2731343130428j),(142.92626853966817+265.6778323806161j),(1354.6847509591498+434.25800277988765j),(-660.8886718749999+1441.5432624517339j),(5105.3662833197295+3472.1696838468506j),(4308.10546875-4710.9375j),(-1215.5291691221134-1573.1590738919417j),(1024.658203125-829.2362386822676j),(-393.7472509591495-496.40605972011156j),(775.5307627103323-207.0840823806152j),(-88.94798807272946-58.11685794816458j),(864.74609375+0j),(-88.94798807272923+58.11685794816427j),(775.530762710332+207.0840823806158j),(-393.7472509591497+496.40605972011184j),(1024.658203125+829.2362386822676j),(-1215.5291691221132+1573.1590738919417j),(4308.10546875+4710.9375j),(5105.3662833197295-3472.1696838468506j),(-660.888671875-1441.5432624517339j),(1354.6847509591496-434.25800277988776j),(142.92626853966794-265.67783238061577j),(1235.2436863751127-283.27313431304293j)
foo,(-5909.1796875+0j),(-553.5576538703212+3677.619929157261j),(-136.93001337762013+76.91587014333857j),(-422.2675979038607+1256.8217391044802j),(-92.7734375-54.12658773652741j),(-478.1080093360589+818.640057899816j),(133.7890625-124.0234375j),(-657.4401060831033+338.1652380936921j),(42.48046875+87.10997713847381j),(-499.60740209613954+120.1029891044804j),(-48.12858037237986+20.252098606661434j),(-497.41766821051687+15.516623963384973j),(-104.4921875+7.105427357601002e-15j),(-497.4176682105168-15.516623963385086j),(-48.12858037237986-20.252098606661434j),(-499.60740209613925-120.10298910448023j),(42.48046875-87.10997713847381j),(-657.4401060831028-338.16523809369204j),(133.7890625+124.0234375j),(-478.10800933605896-818.6400578998159j),(-92.7734375+54.126587736527405j),(-422.26759790386075-1256.8217391044805j),(-136.93001337762013-76.91587014333857j),(-553.5576538703211-3677.619929157261j)
foo,(-1357.421875+0j),(-1291.4306510380184+769.6214741540222j),(206.678072499255-199.16757946594817j),(-1240.1609381554767-393.55540981270224j),(566.1621093749999-1705.410377667305j),(-5472.343021669252-3091.6294943109056j),(-3903.80859375+4933.10546875j),(1145.0242007583079+1386.3595525978003j),(-1052.001953125+949.3296052226879j),(134.69218815547669+558.5930276872971j),(-615.3694787492552+906.1988294659475j),(724.2182219489619-131.21913525468358j),(-1045.8984374999998+1.1368683772161603e-13j),(724.2182219489627+131.2191352546838j),(-615.369478749255-906.1988294659478j),(134.69218815547674-558.5930276872973j),(-1052.001953125-949.3296052226879j),(1145.0242007583079-1386.3595525978j),(-3903.80859375-4933.105468749999j),(-5472.343021669252+3091.629494310905j),(566.162109375+1705.410377667305j),(-1240.1609381554767+393.5554098127027j),(206.67807249925505+199.16757946594782j),(-1291.4306510380184-769.621474154022j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1221.6796875+0j),(755.5810890846267-384.9550072984639j),(864.8227470901954+524.6774838353335j),(1592.3573750647517-745.9703408423406j),(464.59960937500006+667.7022034060686j),(4687.219524716364-1330.5505346399657j),(-1415.0390625-5864.2578125j),(-2968.793443940157+1071.6521321601915j),(330.322265625-435.1270217256774j),(-1045.4823750647515+556.7640341576587j),(632.2475654098042-390.4001400853331j),(-1055.0618573608328+317.3345134013791j),(956.0546874999999-5.684341886080802e-14j),(-1055.061857360833-317.3345134013788j),(632.2475654098043+390.4001400853333j),(-1045.4823750647517-556.7640341576591j),(330.322265625+435.1270217256774j),(-2968.7934439401565-1071.652132160191j),(-1415.0390624999995+5864.257812499999j),(4687.219524716363+1330.5505346399652j),(464.5996093750001-667.7022034060685j),(1592.3573750647515+745.9703408423408j),(864.8227470901957-524.6774838353333j),(755.5810890846269+384.95500729846384j)
foo,(539.55078125+0j),(276.48451511464077-34.21044117504448j),(794.4112781366046+311.42069307560155j),(569.0226576086509-656.7410465715432j),(792.236328125+1260.5574847077205j),(4346.117703857642-2358.9153705920926j),(-2565.4296875-5432.12890625j),(-2928.1699448359245+1356.4518499640608j),(49.560546875-584.8208659345111j),(-1457.6945326086507+354.97770342845604j),(118.67465936339522-273.82303682560087j),(-1289.1588366363574+83.43015076880215j),(114.74609375000006-1.1368683772161603e-13j),(-1289.158836636358-83.43015076880175j),(118.67465936339528+273.8230368256013j),(-1457.694532608651-354.9777034284563j),(49.560546875+584.8208659345111j),(-2928.169944835924-1356.4518499640608j),(-2565.4296875+5432.128906249999j),(4346.117703857641+2358.9153705920917j),(792.236328125-1260.5574847077205j),(569.0226576086505+656.7410465715432j),(794.4112781366048-311.4206930756013j),(276.484515114641+34.21044117504454j)
foo,(-5847.16796875+0j),(-646.643796560787+3623.8137441095014j),(-170.66587014333857+214.4077170632492j),(-329.439131901806+1239.7834362222884j),(-220.703125-54.97231566991065j),(-442.5526070594157+1055.0878419674737j),(346.19140625-128.90625j),(-663.4557512250155+285.9111602481744j),(123.53515625+148.8481162754504j),(-437.16243059819425+30.799061222288884j),(-114.0020986066614+47.79931418675079j),(-422.1525326547819+119.55292582880134j),(35.64453125+0j),(-422.1525326547819-119.55292582880134j),(-114.00209860666143-47.79931418675078j),(-437.1624305981941-30.79906122228931j),(123.53515625-148.8481162754504j),(-663.4557512250153-285.9111602481739j),(346.19140625+128.90625j),(-442.55260705941566-1055.0878419674734j),(-220.703125+54.97231566991065j),(-329.4391319018059-1239.7834362222886j),(-170.66587014333857-214.4077170632492j),(-646.643796560787-3623.8137441095014j)
